Name,Price,Rating,Rating & Review Count,Details
"OPPO F9 (Mist Black, 64 GB)"," 21,990",4.5,"40,509 Ratings & 4,384 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 2MP | 16MP Front Camera3500 mAh BatteryMediatek Helio P60 Octacore 2.0 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"OPPO A83 (2018 Edition) (Red, 64 GB)"," 16,990",4.3,"9,859 Ratings & 1,025 Reviews",4 GB RAM | 64 GB ROM14.48 cm (5.7 inch) Display13MP Rear Camera | 8MP Front Camera3180 mAh BatteryMT6763T ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A83 (2018 Edition) (Blue, 64 GB)"," 16,990",4.3,"9,859 Ratings & 1,025 Reviews",4 GB RAM | 64 GB ROM14.48 cm (5.7 inch) Display13MP Rear Camera | 8MP Front Camera3180 mAh BatteryMT6763T ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A83 (2018 Edition) (Champagne, 64 GB)"," 16,990",4.3,"9,859 Ratings & 1,025 Reviews",4 GB RAM | 64 GB ROM14.48 cm (5.7 inch) Display13MP Rear Camera | 8MP Front Camera3180 mAh BatteryMT6763T ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A5 (Diamond Blue, 64 GB)"," 15,990",4.4,"14,413 Ratings & 1,105 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh Li-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A5 (Diamond Blue, 32 GB)"," 15,990",4.4,"14,413 Ratings & 1,105 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh Li-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A5 (Diamond Red, 64 GB)"," 15,990",4.4,"14,413 Ratings & 1,105 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh Li-ion BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"OPPO A37f (Grey, 16 GB)"," 9,990",4.2,"11,527 Ratings & 1,943 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera2630 mAh BatteryQualcomm Snapdragon 410 Quad Core 1.2GHz ProcessorBrand Warranty of 1 Year
"OPPO A37f (Black, 16 GB)"," 9,990",4.2,"11,527 Ratings & 1,943 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera2630 mAh BatterySnapdragon MSM 8916 ProcessorBrand Warranty of 1 Year
"OPPO A37f (Gold, 16 GB)"," 9,990",4.2,"11,527 Ratings & 1,943 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera2630 mAh BatteryQualcomm Snapdragon 410 Quad Core 1.2GHz Processor1 Year Manufacturer Warranty
"OPPO Reno2 Z (Luminous Black, 256 GB)"," 32,990",4.5,"5,160 Ratings & 561 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P90 ProcessorUltra Dark Mode | Ultra Steady Video10x Digital ZoomBrand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
"OPPO Reno2 Z (Sky White, 256 GB)"," 32,990",4.5,"5,160 Ratings & 561 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P90 ProcessorUltra Dark Mode | Ultra Steady Video10x Digital ZoomBrand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
"OPPO Reno4 Pro Special Edition (Galactic Blue, 128 GB)"," 34,990",4.4,"1,329 Ratings & 156 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 32MP Front Camera4000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Octa Core Processor65W SuperVOOC 2.090Hz AMOLED Display | 3D Borderless ScreenBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno 10x Zoom (Jet Black, 128 GB)"," 41,990",4.5,"7,919 Ratings & 1,392 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Display48MP + 13MP + 8MP | 16MP Front Camera4065 mAh BatteryQualcomm Snapdragon 855 Octa Core 2.8 GHz ProcessorIn-display Fingerprint SensorVOOC 3.0 Fast ChargingBrand Warranty of 1 Year Available for Mobile and Battery and 6 Months for Accessories
"OPPO F17 (Classic Silver, 128 GB)"," 18,800",4.3,984 Ratings & 68 Reviews,8 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Full HD+ Display16MP + 8MP + 2MP + 2MP | 16MP Front Camera4015 mAh Lithium Polymer BatteryQualcomm Snapdragon 662 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Reno6 Pro 5G (Stellar Black, 256 GB)"," 39,990",4.4,"11,992 Ratings & 1,532 Reviews",12 GB RAM | 256 GB ROM16.64 cm (6.55 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 1200 Processor65W SuperVOOC 2.0 Charging3D Borderless ScreenBokeh Flare Portrait Video | AI Highlight Video | OPPO Reno Glow 2.0Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
"OPPO Neo 7 4G (Black, 16 GB)"," 8,000",3.9,"2,149 Ratings & 459 Reviews",1 GB RAM | 16 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera2420 mAh BatteryMediaTek MT6582 Processor1 Year Manufacturer Warranty
"OPPO A3s (Red, 16 GB)"," 11,990",4.4,"29,536 Ratings & 2,394 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
